AtcoCode,TiplocCode,CrsCode,StationName,StationNameLang,GridType,Easting,Northing,CreationDateTime,ModificationDateTime,RevisionNumber,Modification
9100HENLYIA,HENLYIA,HNL,Henley-in-Arden Rail Station,,U,414830,265950,,,,
9100SDON,SDON,SWI,Swindon Rail Station,,U,414964,185199,,,,
9100SHPY,SHPY,SHY,Shipley Rail Station,,U,415005,437445,,,,
9100CHRISTC,CHRISTC,CHR,Christchurch Rail Station,,U,415300,93200,,,,
9100FRZNGHL,FRZNGHL,FZH,Frizinghall Rail Station,,U,415305,436035,,,,
9100BKHLS,BKHLS,BHS,Brockholes Rail Station,,U,415340,411180,,,,
9100WDNYMNR,WDNYMNR,WMR,Widney Manor Rail Station,,U,415450,277570,,,,
9100PEWSEY,PEWSEY,PEW,Pewsey Rail Station,,U,416070,160370,,,,
9100BURLYIW,BURLYIW,BUW,Burley-in-Wharfedale Rail Station,,U,416300,445805,,,,
9100BAILDON,BAILDON,BLD,Baildon Rail Station,,U,416305,439360,,,,
9100LOWMOOR,LOWMOOR,LMR,Low Moor Rail Station,,U,416359,428201,,,,
9100BRADFS,BRADFS,BDQ,Bradford Forster Square Rail Station,,U,416370,433430,,,,
9100DEIGHTN,DEIGHTN,DHN,Deighton Rail Station,,U,416490,419140,,,,
9100BRADIN,BRADIN,BDI,Bradford Interchange Rail Station,,U,416594,432780,,,,
9100MRSTNGR,MRSTNGR,MGN,Marston Green Rail Station,,U,416700,285500,,,,
9100WILMCOT,WILMCOT,WMC,Wilmcote Rail Station,,U,416764,258338,,,,
9100DORIDGE,DORIDGE,DDG,Dorridge Rail Station,,U,416920,274920,,,,
9100BEARLEY,BEARLEY,BER,Bearley Rail Station,,U,417149,260721,,,,
9100MENSTON,MENSTON,MNN,Menston Rail Station,,U,417480,444050,,,,
9100WTRORTN,WTRORTN,WTO,Water Orton Rail Station,,U,417530,291220,,,,
9100HOPD,HOPD,HOP,Hope (Derbyshire) Rail Station,,U,418080,383280,,,,
9100STKSMR,STKSMR,SSM,Stocksmoor Rail Station,,U,418415,410870,,,,
9100SOAVPWY,SOAVPWY,STY,Stratford-upon-Avon Parkway Rail Station,,U,418490,256540,,,,
9100BLAYDON,BLAYDON,BLO,Blaydon Rail Station,,U,418500,563500,,,,
9100AIRP,AIRP,APN,Newcastle Airport Metro,,U,418566,571308,,,,
9100CHHL,CHHL,CHT,Chathill Rail Station,,U,418630,627040,,,,
9100BHAMINT,BHAMINT,BHI,Birmingham International Rail Station,,U,418728,283685,,,,
9100LAPWRTH,LAPWRTH,LPW,Lapworth Rail Station,,U,418785,271610,,,,
9100GUISELY,GUISELY,GSY,Guiseley Rail Station,,U,418830,442230,,,,
9100APERLYB,APERLYB,APY,Apperley Bridge Rail Station,,U,419454,438429,,,,
9100SOAV,SOAV,SAV,Stratford-upon-Avon Rail Station,,U,419490,255150,,,,
9100SPLY,SPLY,SPY,Shepley Rail Station,,U,419630,410280,,,,
9100COLESHL,COLESHL,CEH,Coleshill Parkway Rail Station,,U,419900,291000,,,,
9100HINTONA,HINTONA,HNA,Hinton Admiral Rail Station,,U,420263,94821,,,,
9100MRPTHRP,MRPTHRP,MPT,Morpeth Rail Station,,U,420290,585385,,,,
9100MIRFILD,MIRFILD,MIR,Mirfield Rail Station,,U,420410,419480,,,,
9100HMPTNIA,HMPTNIA,HIA,Hampton-in-Arden Rail Station,,U,420500,281270,,,,
9100MINMARS,MINMARS,MIM,Moreton-in-Marsh Rail Station,,U,420670,232690,,,,
9100BAMFORD,BAMFORD,BAM,Bamford Rail Station,,U,420800,382500,,,,
9100CLAVRDN,CLAVRDN,CLV,Claverdon Rail Station,,U,420800,264370,,,,
9100BSAUKLD,BSAUKLD,BIA,Bishop Auckland Rail Station,,U,420890,529170,,,,
9100BSAUWEA,BSAUWEA,BIA,Bishop Auckland Rail Station,,U,420891,529170,,,,
9100NPUD,NPUD,NPD,New Pudsey Rail Station,,U,421120,434290,,,,
9100TMWTHLL,TMWTHLL,TAM,Tamworth Rail Station,,U,421315,304460,,,,
9100TMWTHHL,TMWTHHL,TAH,Tamworth High Level Rail Station,,U,421316,304460,,,,
9100TUTBURY,TUTBURY,TUT,Tutbury & Hatton Rail Station,,U,421490,329675,,,,
9100GTSHDMC,GTSHDMC,MCE,Metrocentre Rail Station,,U,421510,562730,,,,
9100WILNECT,WILNECT,WNE,Wilnecote (Staffs) Rail Station,,U,421785,301485,,,,
9100ACKLNGT,ACKLNGT,ACK,Acklington Rail Station,,U,422200,601500,,,,
9100DNDL,DNDL,DBD,Denby Dale Rail Station,,U,422400,408500,,,,
9100HATTON,HATTON,HTN,Hatton (Warks) Rail Station,,U,422400,266400,,,,
9100PEGSWD,PEGSWD,PEG,Pegswood Rail Station,,U,422760,587150,,,,
9100RTHP,RTHP,RVN,Ravensthorpe Rail Station,,U,422850,419950,,,,
9100DNSN,DNSN,DOT,Dunston Rail Station,,U,423025,561770,,,,
9100ALNMOTH,ALNMOTH,ALM,Alnmouth Rail Station,,U,423115,611040,,,,
9100HATHRSG,HATHRSG,HSG,Hathersage Rail Station,,U,423295,381040,,,,
9100SHDN,SHDN,SHD,Shildon Rail Station,,U,423560,525730,,,,
9100BRMLYSR,BRMLYSR,BLE,Bramley (West Yorks) Rail Station,,U,423990,434400,,,,
9100BURTNOT,BURTNOT,BUT,Burton-on-Trent Rail Station,,U,424200,323200,,,,
9100NMILTON,NMILTON,NWM,New Milton Rail Station,,U,424234,95184,,,,
9100DWBY,DWBY,DEW,Dewsbury Rail Station,,U,424325,421805,,,,
9100BKSWELL,BKSWELL,BKW,Berkswell Rail Station,,U,424400,277600,,,,
9100HSFT,HSFT,HRS,Horsforth Rail Station,,U,424425,439115,,,,
9100WDRNGTN,WDRNGTN,WDD,Widdrington Rail Station,,U,424485,594190,,,,
9100NWCSTLE,NWCSTLE,NCL,Newcastle Rail Station,,U,424600,563820,,,,
9100KRKSLFR,KRKSLFR,KLF,Kirkstall Forge Rail Station,,U,424949,436449,,,,
9100BATLEY,BATLEY,BTL,Batley Rail Station,,U,424985,423790,,,,
9100GRNDLFD,GRNDLFD,GRN,Grindleford Rail Station,,U,425000,378800,,,,
9100PENISTN,PENISTN,PNS,Penistone Rail Station,,U,425105,403275,,,,
9100MANORS,MANORS,MAS,Manors Rail Station,,U,425400,564310,,,,
9100KINGHAM,KINGHAM,KGM,Kingham Rail Station,,U,425637,222699,,,,
9100DEAN,DEAN,DEN,Dean Rail Station,,U,425695,127075,,,,
9100CRMLNGT,CRMLNGT,CRM,Cramlington Rail Station,,U,425720,577110,,,,
9100PWTH,PWTH,PSW,Polesworth Rail Station,,U,426460,303190,,,,
9100WARWPWY,WARWPWY,WRP,Warwick Parkway Rail Station,,U,426560,265400,,,,
9100NWTA,NWTA,NAY,Newton Aycliffe Rail Station,,U,426600,524360,,,,
9100GRATELY,GRATELY,GRT,Grateley Rail Station,,U,426610,141270,,,,
9100HEDNGLY,HEDNGLY,HDY,Headingley Rail Station,,U,426815,435820,,,,
9100DRHM,DRHM,DHM,Durham Rail Station,,U,427000,542800,,,,
9100MRLY,MRLY,MLY,Morley Rail Station,,U,427070,428250,,,,
9100HGHNGTN,HGHNGTN,HEI,Heighington Rail Station,,U,427120,522500,,,,
9100CLST,CLST,CLS,Chester-le-Street Rail Station,,U,427190,551170,,,,
9100COTNGLY,COTNGLY,COT,Cottingley Rail Station,,U,427274,430242,,,,
9100TILEH,TILEH,THL,Tile Hill Rail Station,,U,427530,277530,,,,
9100SWAY,SWAY,SWY,Sway Rail Station,,U,427590,98420,,,,
9100WEETON,WEETON,WET,Weeton Rail Station,,U,427600,447530,,,,
9100BRLEYPK,BRLEYPK,BUY,Burley Park Rail Station,,U,427900,435165,,,,
9100BEDYN,BEDYN,BDW,Bedwyn Rail Station,,U,428020,164586,,,,
9100SPTN,SPTN,SIP,Shipton Rail Station,,U,428143,218642,,,,
9100HEWORTH,HEWORTH,HEW,Heworth Rail Station,,U,428550,561970,,,,
9100WARWICK,WARWICK,WRW,Warwick Rail Station,,U,428620,265460,,,,
9100NTRD,NTRD,NRD,North Road Rail Station,,U,428960,515750,,,,
9100SKSCMN,SKSCMN,SLK,Silkstone Common Rail Station,,U,429030,404340,,,,
9100DLTN,DLTN,DAR,Darlington Rail Station,,U,429400,514000,,,,
9100WLNTNON,WLNTNON,WIL,Willington Rail Station,,U,429500,328550,,,,
9100MATLOCK,MATLOCK,MAT,Matlock Rail Station,,U,429605,360230,,,,
9100MATLCKB,MATLCKB,MTB,Matlock Bath Rail Station,,U,429760,358445,,,,
9100LEEDS,LEEDS,LDS,Leeds Rail Station,,U,429870,433352,,,,
9100ASCTUWD,ASCTUWD,AUW,Ascott-under-Wychwood Rail Station,,U,430114,218841,,,,
9100BKNHRST,BKNHRST,BCU,Brockenhurst Rail Station,,U,430140,102008,,,,
9100CROMFD,CROMFD,CMF,Cromford Rail Station,,U,430275,357400,,,,
9100ATHRSTN,ATHRSTN,ATH,Atherstone Rail Station,,U,430400,298000,,,,
9100HAGT,HAGT,HGT,Harrogate Rail Station,,U,430413,455336,,,,
9100PANNAL,PANNAL,PNL,Pannal Rail Station,,U,430710,451460,,,,
9100CANLEY,CANLEY,CNL,Canley Rail Station,,U,430880,278010,,,,
9100DRTN,DRTN,DRT,Darton Rail Station,,U,431100,410300,,,,
9100DODWRTH,DODWRTH,DOD,Dodworth Rail Station,,U,431130,405400,,,,
9100HRNBPK,HRNBPK,HBP,Hornbeam Park Rail Station,,U,431130,453860,,,,
9100LMNGTNS,LMNGTNS,LMS,Leamington Spa Rail Station,,U,431735,265251,,,,
9100MOTFONT,MOTFONT,DBG,Mottisfont & Dunbridge Rail Station,,U,431855,126160,,,,
9100DORE,DORE,DOR,Dore & Totley Rail Station,,U,432380,381300,,,,
9100OUTWOOD,OUTWOOD,OUT,Outwood Rail Station,,U,432410,424430,,,,
9100WKFLDWG,WKFLDWG,WKF,Wakefield Westgate Rail Station,,U,432718,420848,,,,
9100LMTNTWN,LMTNTWN,LYT,Lymington Town Rail Station,,U,432741,95804,,,,
9100STARBCK,STARBCK,SBE,Starbeck Rail Station,,U,432800,456000,,,,
9100COVNTRY,COVNTRY,COV,Coventry Rail Station,,U,433200,278200,,,,
9100LMTNPIR,LMTNPIR,LYP,Lymington Pier Rail Station,,U,433287,95517,,,,
9100WATSTND,WATSTND,WTS,Whatstandwell Rail Station,,U,433315,354125,,,,
9100LYNDHRD,LYNDHRD,ANF,Ashurst New Forest Rail Station,,U,433392,110147,,,,
9100WKFLDKG,WKFLDKG,WKK,Wakefield Kirkgate Rail Station,,U,433880,420365,,,,
9100HUNGRFD,HUNGRFD,HGD,Hungerford Rail Station,,U,434014,168545,,,,
9100SABR,SABR,SNA,Sandal & Agbrigg Rail Station,,U,434365,418635,,,,
9100COVAREN,COVAREN,CAA,Coventry Arena Rail Station,,U,434479,283428,,,,
9100BRWHINS,BRWHINS,BNR,Brockley Whins Rail Station,,U,434590,562900,,,,
9100DINSDAL,DINSDAL,DND,Dinsdale Rail Station,,U,434600,513400,,,,
9100DUFIELD,DUFIELD,DFI,Duffield Rail Station,,U,434604,343575,,,,
9100BNSLY,BNSLY,BNY,Barnsley Rail Station,,U,434735,406535,,,,
9100KNRSBGH,KNRSBGH,KNA,Knaresborough Rail Station,,U,434805,457130,,,,
9100BELPER,BELPER,BLP,Belper Rail Station,,U,434808,347510,,,,
9100AMBERGT,AMBERGT,AMB,Ambergate Rail Station,,U,434900,351600,,,,
9100BLIEURD,BLIEURD,BEU,Beaulieu Road Rail Station,,U,434957,106287,,,,
9100CHBURY,CHBURY,CBY,Charlbury Rail Station,,U,435230,219440,,,,
9100DRONFLD,DRONFLD,DRO,Dronfield Rail Station,,U,435500,378400,,,,
9100CHPLTWN,CHPLTWN,CLN,Chapeltown Rail Station,,U,435533,396309,,,,
9100PEARTRE,PEARTRE,PEA,Peartree Rail Station,,U,435535,333413,,,,
9100ANDOVER,ANDOVER,ADV,Andover Rail Station,,U,435565,145938,,,,
9100ROMSEY,ROMSEY,ROM,Romsey Rail Station,,U,435669,121581,,,,
9100SHEFFLD,SHEFFLD,SHF,Sheffield Rail Station,,U,435880,386953,,,,
9100BERMPK,BERMPK,BEP,Bermuda Park Rail Station,,U,435927,289412,,,,
9100DRBY,DRBY,DBY,Derby Rail Station,,U,436182,335593,,,,
9100CSGT,CSGT,CRG,Cross Gates Rail Station,,U,436215,434430,,,,
9100BEDWRTH,BEDWRTH,BEH,Bedworth Rail Station,,U,436270,286952,,,,
9100NLRTN,NLRTN,NTR,Northallerton Rail Station,,U,436430,493200,,,,
9100NNTN,NNTN,NUN,Nuneaton Rail Station,,U,436470,292190,,,,
9100TOTTON,TOTTON,TTN,Totton Rail Station,,U,436480,113285,,,,
9100FINSTCK,FINSTCK,FIN,Finstock Rail Station,,U,436647,217265,,,,
9100WDLESFD,WDLESFD,WDS,Woodlesford Rail Station,,U,436830,429080,,,,
9100EBOLDON,EBOLDON,EBL,East Boldon Rail Station,,U,437230,561460,,,,
9100TSDARPR,TSDARPR,TEA,Tees-side Airport Rail Station,,U,437300,513800,,,,
9100REDBDGE,REDBDGE,RDB,Redbridge (Hants) Rail Station,,U,437340,113520,,,,
9100ELSC,ELSC,ELR,Elsecar Rail Station,,U,438080,400370,,,,
9100NORMNTN,NORMNTN,NOR,Normanton Rail Station,,U,438165,422830,,,,
9100KNTBRY,KNTBRY,KIT,Kintbury Rail Station,,U,438635,167200,,,,
9100CHFD,CHFD,CHD,Chesterfield Rail Station,,U,438800,371400,,,,
9100WOMBWEL,WOMBWEL,WOM,Wombwell Rail Station,,U,438810,402455,,,,
9100MEADWHL,MEADWHL,MHS,Meadowhall Rail Station,,U,439121,391345,,,,
9100DARNALL,DARNALL,DAN,Darnall Rail Station,,U,439170,387687,,,,
9100SEABURN,SEABURN,SEB,Seaburn Rail Station,,U,439400,559600,,,,
9100SNDRMNK,SNDRMNK,STZ,St Peters Rail Station,,U,439603,557588,,,,
9100SPDN,SPDN,SPO,Spondon Rail Station,,U,439700,335139,,,,
9100SNDRLND,SNDRLND,SUN,Sunderland Rail Station,,U,439705,556910,,,,
9100STHS,STHS,SHC,Streethouse Rail Station,,U,439725,420132,,,,
9100MBRK,MBRK,MBK,Millbrook (Hants) Rail Station,,U,439900,112600,,,,
9100GARFRTH,GARFRTH,GRF,Garforth Rail Station,,U,440785,433540,,,,
9100THIRSK,THIRSK,THI,Thirsk Rail Station,,U,441000,481570,,,,
9100SOTON,SOTON,SOU,Southampton Central Rail Station,,U,441327,112161,,,,
9100ALLENSW,ALLENSW,ALW,Allens West Rail Station,,U,441449,514558,,,,
9100FITZWLM,FITZWLM,FZW,Fitzwilliam Rail Station,,U,441475,415290,,,,
9100EGRFRTH,EGRFRTH,EGF,East Garforth Rail Station,,U,441565,433035,,,,
9100COMBE,COMBE,CME,Combe (Oxon) Rail Station,,U,441850,215060,,,,
9100SOTNTQ,SOTNTQ,STQ,Southampton Town Quay,,U,441884,110798,,,,
9100SEAHAM,SEAHAM,SEA,Seaham Rail Station,,U,442080,549555,,,,
9100YAAM,YAAM,YRM,Yarm Rail Station,,U,442100,511145,,,,
9100EGLSCLF,EGLSCLF,EAG,Eaglescliffe Rail Station,,U,442200,515100,,,,
9100ALFRETN,ALFRETN,ALF,Alfreton Rail Station,,U,442300,356100,,,,
9100FTHRSTN,FTHRSTN,FEA,Featherstone Rail Station,,U,442475,420480,,,,
9100ROTHCEN,ROTHCEN,RMC,Rotherham Central Rail Station,,U,442590,393020,,,,
9100CASTLFD,CASTLFD,CFD,Castleford Rail Station,,U,442680,425490,,,,
9100HINCKLY,HINCKLY,HNK,Hinckley Rail Station,,U,442700,293200,,,,
9100WDHOUSE,WDHOUSE,WDH,Woodhouse Rail Station,,U,442850,385400,,,,
9100STDENYS,STDENYS,SDN,St Denys Rail Station,,U,443130,113815,,,,
9100CSFD,CSFD,CFR,Chandlers Ford Rail Station,,U,443255,120655,,,,
9100HANDBRO,HANDBRO,HND,Hanborough Rail Station,,U,443273,214245,,,,
9100GLASHTN,GLASHTN,GLH,Glasshoughton Rail Station,,U,443530,423825,,,,
9100BITERNE,BITERNE,BTE,Bitterne Rail Station,,U,443890,113380,,,,
9100WOLSTON,WOLSTON,WLS,Woolston Rail Station,,U,443904,111234,,,,
9100SWYTHLN,SWYTHLN,SWG,Swaythling Rail Station,,U,443910,115930,,,,
9100STOCTON,STOCTON,STK,Stockton Rail Station,,U,444156,519591,,,,
9100MCKLFLD,MCKLFLD,MIK,Micklefield Rail Station,,U,444450,432712,,,,
9100CATTAL,CATTAL,CTL,Cattal Rail Station,,U,444640,455925,,,,
9100SHOLING,SHOLING,SHO,Sholing Rail Station,,U,444760,111000,,,,
9100SOTPKWY,SOTPKWY,SOA,Southampton Airport Parkway Rail Station,,U,444836,117013,,,,
9100LGML,LGML,LGM,Langley Mill Rail Station,,U,444960,346960,,,,
9100PTFTTSF,PTFTTSF,POT,Pontefract Tanshelf Rail Station,,U,445070,422180,,,,
9100TABY,TABY,TBY,Thornaby Rail Station,,U,445275,518450,,,,
9100GLDTHRP,GLDTHRP,GOE,Goldthorpe Rail Station,,U,445645,404390,,,,
9100ELGH,ELGH,ESL,Eastleigh Rail Station,,U,445732,119071,,,,
9100BLTNODR,BLTNODR,BTD,Bolton-Upon-Dearne Rail Station,,U,445745,402695,,,,
9100TRNO,TRNO,THC,Thurnscoe Rail Station,,U,445900,405600,,,,
9100PTFTMHL,PTFTMHL,PFM,Pontefract Monkhill Rail Station,,U,446070,422730,,,,
9100MORTHRP,MORTHRP,MRP,Moorthorpe Rail Station,,U,446100,411160,,,,
9100PTFTBHL,PTFTBHL,PFR,Pontefract Baghill Rail Station,,U,446100,421940,,,,
9100BNBR,BNBR,BAN,Banbury Rail Station,,U,446160,240427,,,,
9100SWINTN,SWINTN,SWN,Swinton (South Yorks) Rail Station,,U,446160,399060,,,,
9100WHTCHRH,WHTCHRH,WCH,Whitchurch (Hants) Rail Station,,U,446330,148915,,,,
9100NETLEY,NETLEY,NTL,Netley Rail Station,,U,446400,108585,,,,
9100BLNGHM,BLNGHM,BIL,Billingham Rail Station,,U,446625,523620,,,,
9100HAMERTN,HAMERTN,HMM,Hammerton Rail Station,,U,447030,455825,,,,
9100NEWBURY,NEWBURY,NBY,Newbury Rail Station,,U,447205,166730,,,,
9100SHAWFD,SHAWFD,SHW,Shawford Rail Station,,U,447245,124965,,,,
9100HMBLE,HMBLE,HME,Hamble Rail Station,,U,447300,108200,,,,
9100MEXBRGH,MEXBRGH,MEX,Mexborough Rail Station,,U,447300,399600,,,,
9100SELMSAL,SELMSAL,SES,South Elmsall Rail Station,,U,447430,411130,,,,
9100ILKES,ILKES,ILN,Ilkeston Rail Station,,U,447438,342704,,,,
9100WNCHSTR,WNCHSTR,WIN,Winchester Rail Station,,U,447765,129984,,,,
9100LNGEATN,LNGEATN,LGE,Long Eaton Rail Station,,U,448040,332185,,,,
9100NEWBRYR,NEWBRYR,NRC,Newbury Racecourse Rail Station,,U,448252,166830,,,,
9100HEYFORD,HEYFORD,HYD,Heyford Rail Station,,U,448290,224750,,,,
9100TACKLEY,TACKLEY,TAC,Tackley Rail Station,,U,448450,220530,,,,
9100KVTNBDG,KVTNBDG,KIV,Kiveton Bridge Rail Station,,U,448890,382923,,,,
9100BURSLDN,BURSLDN,BUO,Bursledon Rail Station,,U,448985,109585,,,,
9100KNTNGLY,KNTNGLY,KNO,Knottingley Rail Station,,U,449000,423600,,,,
9100KINSSTN,KINSSTN,KGS,Kings Sutton Rail Station,,U,449439,236125,,,,
9100SMILFD,SMILFD,SOM,South Milford Rail Station,,U,449482,432038,,,,
9100MDLSBRO,MDLSBRO,MBR,Middlesbrough Rail Station,,U,449564,520702,,,,
9100HEDGEND,HEDGEND,HDE,Hedge End Rail Station,,U,449674,115000,,,,
9100EMPKWAY,EMPKWAY,EMD,East Midlands Parkway Rail Station,,U,449700,329700,,,,
9100KRKYCEN,KRKYCEN,KKB,Kirkby in Ashfield Rail Station,,U,450110,356138,,,,
9100OXFPWAY,OXFPWAY,OPY,Oxford Parkway Rail Station,,U,450122,211963,,,,
9100OXFD,OXFD,OXF,Oxford Rail Station,,U,450477,206341,,,,
9100STTNPWY,STTNPWY,SPK,Sutton Parkway Rail Station,,U,450595,357700,,,,
9100SHBN,SHBN,SIE,Sherburn-in-Elmet Rail Station,,U,450640,433700,,,,
9100KVTNPK,KVTNPK,KVP,Kiveton Park Rail Station,,U,450715,382470,,,,
9100CONBRGH,CONBRGH,CNS,Conisbrough Rail Station,,U,450900,399450,,,,
9100CHFN,CHFN,CHF,Church Fenton Rail Station,,U,450940,436980,,,,
9100RUGBY,RUGBY,RUG,Rugby Rail Station,,U,451117,275937,,,,
9100HRTLEPL,HRTLEPL,HPL,Hartlepool Rail Station,,U,451200,532700,,,,
9100JAMCOK,JAMCOK,JCH,James Cook University Hospital Rail Station,,U,451288,517708,,,,
9100SETNCRW,SETNCRW,SEC,Seaton Carew Rail Station,,U,451680,529540,,,,
9100SWNWICK,SWNWICK,SNW,Swanwick Rail Station,,U,451750,108720,,,,
9100MCHLDVR,MCHLDVR,MIC,Micheldever Rail Station,,U,451772,142833,,,,
9100ATNBRO,ATNBRO,ATB,Attenborough Rail Station,,U,451790,334585,,,,
9100OVTN,OVTN,OVR,Overton Rail Station,,U,451790,150830,,,,
9100ULESKLF,ULESKLF,ULL,Ulleskelf Rail Station,,U,451803,439995,,,,
9100MARTON,MARTON,MTO,Marton Rail Station,,U,451950,516860,,,,
9100BOTLEY,BOTLEY,BOE,Botley Rail Station,,U,452170,113260,,,,
9100NWSTEAD,NWSTEAD,NSD,Newstead Rail Station,,U,452240,352810,,,,
9100CRWLL,CRWLL,CWD,Creswell (Derbys) Rail Station,,U,452365,374410,,,,
9100DIDCOTP,DIDCOTP,DID,Didcot Parkway Rail Station,,U,452523,190507,,,,
9100APPLEFD,APPLEFD,APF,Appleford Rail Station,,U,452542,193698,,,,
9100ISLIP,ISLIP,ISP,Islip Rail Station,,U,452600,214400,,,,
9100RDLEY,RDLEY,RAD,Radley Rail Station,,U,452603,198878,,,,
9100THATCHM,THATCHM,THA,Thatcham Rail Station,,U,452752,166361,,,,
9100LGWITH,LGWITH,LAG,Langwith - Whaley Thorns Rail Station,,U,452875,370825,,,,
9100CULHAM,CULHAM,CUM,Culham Rail Station,,U,452915,195276,,,,
9100GYPSYLA,GYPSYLA,GYP,Gypsy Lane Rail Station,,U,453200,515600,,,,
9100STHBANK,STHBANK,SBK,South Bank Rail Station,,U,453310,521270,,,,
9100BESTON,BESTON,BEE,Beeston Rail Station,,U,453370,336220,,,,
9100SHRBROK,SHRBROK,SHB,Shirebrook Rail Station,,U,453370,367760,,,,
9100WHWLL,WHWLL,WWL,Whitwell (Derbys) Rail Station,,U,453425,376185,,,,
9100MFLDWSE,MFLDWSE,MSW,Mansfield Woodhouse Rail Station,,U,453460,363235,,,,
9100MFLDTWN,MFLDTWN,MFT,Mansfield Rail Station,,U,453715,360850,,,,
9100NUNTHRP,NUNTHRP,NNT,Nunthorpe Rail Station,,U,453850,515050,,,,
9100HUCKNAL,HUCKNAL,HKN,Hucknall Rail Station,,U,454020,349303,,,,
9100BULWELL,BULWELL,BLW,Bulwell Rail Station,,U,454040,345010,,,,
9100NARBRO,NARBRO,NBR,Narborough Rail Station,,U,454090,297350,,,,
9100LOGHBRO,LOGHBRO,LBO,Loughborough (Leics) Rail Station,,U,454335,320455,,,,
9100ADWICK,ADWICK,AWK,Adwick Rail Station,,U,454375,408725,,,,
9100SHRKSKS,SHRKSKS,SRO,Shireoaks Rail Station,,U,455515,381195,,,,
9100WHTBDGE,WHTBDGE,WBD,Whitley Bridge Rail Station,,U,455670,422850,,,,
9100POPLTON,POPLTON,POP,Poppleton Rail Station,,U,455940,453650,,,,
9100BTLYSY,BTLYSY,BYK,Bentley (S Yorks) Rail Station,,U,456360,405590,,,,
9100FAREHAM,FAREHAM,FRM,Fareham Rail Station,,U,456971,106257,,,,
9100DONC,DONC,DON,Doncaster Rail Station,,U,457125,403175,,,,
9100MIDGHAM,MIDGHAM,MDG,Midgham Rail Station,,U,457305,166647,,,,
9100GTAYTON,GTAYTON,GTA,Great Ayton Rail Station,,U,457405,510830,,,,
9100REDCBSC,REDCBSC,RBS,British Steel Redcar Rail Station,,U,457410,524220,,,,
9100NTNG,NTNG,NOT,Nottingham Rail Station,,U,457455,339195,,,,
9100BAROWOS,BAROWOS,BWS,Barrow upon Soar Rail Station,,U,457820,317200,,,,
9100SHANKLN,SHANKLN,SHN,Shanklin Rail Station,,U,458100,81900,,,,
9100CHOLSEY,CHOLSEY,CHO,Cholsey Rail Station,,U,458452,186039,,,,
9100WORKSOP,WORKSOP,WRK,Worksop Rail Station,,U,458545,379755,,,,
9100BCSTN,BCSTN,BCS,Bicester North Rail Station,,U,458550,223112,,,,
9100HENSALL,HENSALL,HEL,Hensall Rail Station,,U,458560,422820,,,,
9100BCSTRTN,BCSTRTN,BIT,Bicester Village Rail Station,,U,458675,221950,,,,
9100WGSTS,WGSTS,SWS,South Wigston Rail Station,,U,458770,298620,,,,
9100BTRSBY,BTRSBY,BTT,Battersby Rail Station,,U,458900,507300,,,,
9100LAKEIOW,LAKEIOW,LKE,Lake (Isle of Wight) Rail Station,,U,459038,83308,,,,
9100LESTER,LESTER,LEI,Leicester Rail Station,,U,459300,304100,,,,
9100SNDOWN,SNDOWN,SAN,Sandown Rail Station,,U,459305,84467,,,,
9100RYDP,RYDP,RYP,Ryde Pier Head Rail Station,,U,459361,93622,,,,
9100RYDE,RYDE,RYD,Ryde Esplanade Rail Station,,U,459405,92920,,,,
9100YORK,YORK,YRK,York Rail Station,,U,459600,451700,,,,
9100RYDS,RYDS,RYR,Ryde St Johns Road Rail Station,,U,459631,91977,,,,
9100SMALBRK,SMALBRK,SAB,Smallbrook Junction Rail Station,,U,459815,90504,,,,
9100ALDMSTN,ALDMSTN,AMT,Aldermaston Rail Station,,U,460100,167345,,,,
9100REDCARC,REDCARC,RCC,Redcar Central Rail Station,,U,460100,524960,,,,
9100SILEBY,SILEBY,SIL,Sileby Rail Station,,U,460197,315255,,,,
9100GORASTR,GORASTR,GOR,Goring & Streatley Rail Station,,U,460247,180642,,,,
9100KLDL,KLDL,KLD,Kildale Rail Station,,U,460480,509555,,,,
9100BRDING,BRDING,BDN,Brading Rail Station,,U,460950,86877,,,,
9100REDCARE,REDCARE,RCE,Redcar East Rail Station,,U,461310,524200,,,,
9100KKSNDAL,KKSNDAL,KKS,Kirk Sandall Rail Station,,U,461426,407872,,,,
9100PCHESTR,PCHESTR,PTC,Portchester Rail Station,,U,461749,105835,,,,
9100SELBY,SELBY,SBY,Selby Rail Station,,U,461786,432235,,,,
9100NTHRFLD,NTHRFLD,NET,Netherfield Rail Station,,U,461905,340845,,,,
9100CRTN,CRTN,CTO,Carlton Rail Station,,U,461980,341255,,,,
9100SYSTON,SYSTON,SYS,Syston Rail Station,,U,462113,311120,,,,
9100LNGBKBY,LNGBKBY,LBK,Long Buckby Rail Station,,U,462400,266680,,,,
9100LONGBCK,LONGBCK,LGK,Longbeck Rail Station,,U,462750,521990,,,,
9100PHBR,PHBR,PMH,Portsmouth Harbour Rail Station,,U,462973,100090,,,,
9100PANGBRN,PANGBRN,PAN,Pangbourne Rail Station,,U,463251,176664,,,,
9100MRSK,MRSK,MSK,Marske Rail Station,,U,463500,521800,,,,
9100SSEACLE,SSEACLE,SHV,Southsea Hoverport,,U,463542,98803,,,,
9100BSNGSTK,BSNGSTK,BSK,Basingstoke Rail Station,,U,463774,152529,,,,
9100PSEA,PSEA,PMS,Portsmouth & Southsea Rail Station,,U,464164,100275,,,,
